longitude,latitude,elevation,tmi_nt,igrf_nt,anomaly_nt
0.0,0.0,822.9627865833128,49995.73607691563,50000.0,0.0008045069980975872
379.746835443038,0.0,814.2179563740174,49997.11983236765,50000.037974683546,0.0008255195385207447
759.493670886076,0.0,787.5548198922179,49997.40995086773,50000.07594936709,0.0008473661780050813
1139.240506329114,0.0,819.4349205367436,49994.4056222919,50000.11392405063,0.0008700916538912385
1518.987341772152,0.0,802.6888756363021,50004.112681951876,50000.15189873418,0.0008937437436005954
1898.73417721519,0.0,750.9947376879022,49996.56630759238,50000.18987341772,0.0009183735159474378
2278.481012658228,0.0,780.8206203747127,49999.62686622071,50000.22784810127,0.0009440356070266644
2658.227848101266,0.0,817.5453895449183,50001.43689714602,50000.26582278481,0.0009707885234623926
3037.974683544304,0.0,789.3128750220452,50005.26026147931,50000.303797468354,0.0009986949761630814
3417.721518987342,0.0,799.8357482207217,50002.0037736114,50000.3417721519,0.0010278222481415616
3797.46835443038,0.0,777.2081923269997,50002.62430277382,50000.379746835446,0.001058242600432194
4177.215189873417,0.0,774.8345819848666,49991.37177145961,50000.417721518985,0.0010900337206823912
4556.962025316456,0.0,811.5458121076853,49995.87648521843,50000.45569620253,0.0011232792196238166
4936.708860759494,0.0,776.7412104316951,49997.499417681924,50000.49367088608,0.0011580691813539237
5316.455696202532,0.0,839.276399433251,50013.5995517178,50000.53164556962,0.0011945007741978888
5696.202531645569,0.0,791.2733882415847,49998.29717652489,50000.56962025316,0.0012326789298945187
6075.949367088608,0.0,815.2278038989637,50002.4627242003,50000.60759493671,0.0012727170999812696
6455.696202531646,0.0,814.78650936222,49995.20034617325,50000.645569620254,0.0013147380995718718
6835.443037974684,0.0,843.7924579495682,50006.22175605001,50000.6835443038,0.0013588750502595826
7215.189873417721,0.0,800.3060264323855,49998.90128146215,50000.72151898734,0.001405272435681459
7594.93670886076,0.0,807.3626849856255,49999.34059832267,50000.759493670885,0.0014540872853942642
7974.683544303798,0.0,771.159410658879,49996.0964573486,50000.79746835443,0.0015054905052017161
8354.430379746835,0.0,793.8145005604363,49994.70624701451,50000.83544303798,0.0015596683750095264
8734.177215189873,0.0,823.562568461939,49997.01948025474,50000.873417721516,0.0016168242387594254
9113.924050632912,0.0,822.44322384134,50003.49012802444,50000.91139240506,0.0016771804151164138
9493.67088607595,0.0,817.299376305821,50014.00525265543,50000.94936708861,0.001740980362490512
9873.417721518988,0.0,827.6876832640892,50004.11601595353,50000.987341772154,0.001808491137832359
10253.164556962025,0.0,833.976850592446,49996.749284111815,50001.0253164557,0.0018800061956579484
10632.911392405063,0.0,819.6334663329546,50001.51417830104,50001.06329113924,0.001955848582188393
11012.658227848102,0.0,775.1391177000329,50009.58449676724,50001.101265822785,0.002036374589655973
11392.405063291139,0.0,836.1183983272649,50002.68770724129,50001.13924050633,0.00212197794812901
11772.151898734177,0.0,785.4965326710363,50003.350022341256,50001.17721518988,0.0022130946471490996
12151.898734177215,0.0,803.0472724296745,49998.18459283585,50001.215189873416,0.002310208497692228
12531.645569620254,0.0,769.0975296836699,50000.11059482003,50001.25316455696,0.002413857567268007
12911.392405063292,0.0,800.5593016912137,49994.97870769515,50001.29113924051,0.002524641648389625
13291.139240506329,0.0,782.9995709733317,49991.3859643143,50001.329113924054,0.0026432309545017497
13670.886075949367,0.0,809.015605778197,49994.85393192312,50001.36708860759,0.0027703762794465373
14050.632911392406,0.0,777.3341657568349,50005.0352477531,50001.40506329114,0.002906920908883708
14430.379746835442,0.0,798.5062535982833,50006.75813953682,50001.443037974685,0.003053814637632339
14810.12658227848,0.0,804.9150410279086,49995.906978698935,50001.48101265823,0.003212130329435092
15189.87341772152,0.0,822.1058368281838,50001.90256409339,50001.51898734177,0.003383083560127543
15569.620253164558,0.0,818.9441308079188,49993.01740040953,50001.556962025315,0.003568056018221459
15949.367088607596,0.0,833.6243650956956,50005.13251970797,50001.59493670886,0.0037686235072995496
16329.113924050633,0.0,852.3523270775021,49997.82132956122,50001.63291139241,0.003986589614245782
16708.86075949367,0.0,765.7750526016707,50006.81199104276,50001.670886075946,0.004224026392315158
17088.607594936708,0.0,794.84025477431,49999.661392316484,50001.70886075949,0.00448332378042455
17468.354430379746,0.0,816.105233930475,49992.69261565847,50001.74683544304,0.004767249970234749
